model_name,model_file,reasoning_level,recipe_index,recipe_type,recipe_name,predicted_copper_mg,ground_truth_copper_mg,signed_error,absolute_error,relative_error_percent,success,cluster_id,pca_x,pca_y,word_count,paragraph_count,sentence_count,bullet_count,numbered_step_count,json_block_present,usda_reference_count,uncertainty_marker_count,correction_phrase_count,refinement_step_count,ingredient_count,ingredient_mentioned_count,explicit_ingredient_estimate_count,ingredient_coverage_percent,skipped_or_negligible_count,grouping_marker_count,per_100g_count,gram_conversion_count,portion_based_count,division_per_serving_count,sum_statement_count,arithmetic_expression_count,high_copper_reference_count,low_copper_reference_count,estimated_numeric_mg_count,calculation_density,coverage_gap_count,complexity_response_ratio,overestimate_indicator,underestimate_indicator
gpt_5_4__reasoning_high,gpt_5_4__reasoning_high.jsonl,high,18,desserts,Carob Chip Cranberry Cookies,0.039,0.03,0.009000000000000001,0.009000000000000001,30.000000000000004,True,15,1.9117813370303116,-0.29394525779419844,13,1,0,0,0,1,0,0,0,0,12,1,1,8.333333333333332,0,0,0,0,2,0,1,0,0,0,0,0.0,11,0.08333333333333333,1,0
gpt_5_4__reasoning_high,gpt_5_4__reasoning_high.jsonl,high,19,desserts,Pumpkin Cinnamon Bars,0.04,0.06,-0.019999999999999997,0.019999999999999997,33.33333333333333,True,3,1.764274267216405,-0.04419496687512941,12,1,0,0,0,1,0,0,0,0,12,2,2,16.666666666666664,0,0,0,0,2,0,1,0,0,0,0,0.0,10,0.16666666666666666,0,1
gpt_5_4__reasoning_high,gpt_5_4__reasoning_high.jsonl,high,20,desserts,Carob Cupcakes with Cream Cheese Frosting,0.041,0.03,0.011000000000000003,0.011000000000000003,36.66666666666668,True,16,1.8912231550471685,-1.1778730119853391,15,1,0,0,0,1,0,0,0,0,15,4,0,0.0,0,0,0,0,3,0,1,0,0,0,0,0.0,15,0.0,1,0
gpt_5_4__reasoning_high,gpt_5_4__reasoning_high.jsonl,high,21,snacks,Rice Cakes with Peanut Butter and Strawberries,0.29,0.16,0.12999999999999998,0.12999999999999998,81.24999999999999,True,10,1.8249614143949486,0.9781072905168067,16,1,0,0,0,1,0,0,0,0,3,3,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,3,0.0,1,0
gpt_5_4__reasoning_high,gpt_5_4__reasoning_high.jsonl,high,22,snacks,Avocado Toast with Feta,0.09,0.23,-0.14,0.14,60.86956521739131,True,4,1.9238738876350412,0.9239856421679072,13,1,0,0,0,1,0,0,0,0,3,3,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,3,0.0,0,1
gpt_5_4__reasoning_high,gpt_5_4__reasoning_high.jsonl,high,23,snacks,Trail Mix Snack,0.17,0.1,0.07,0.07,70.0,True,12,2.033742003225599,0.8313747258506792,12,1,0,0,0,1,0,0,0,0,4,0,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,4,0.0,1,0
gpt_5_4__reasoning_high,gpt_5_4__reasoning_high.jsonl,high,25,snacks,Hummus with Bell Pepper,0.2,0.14,0.06,0.06,42.85714285714285,True,1,0.6191173103583689,3.59675845088703,13,1,0,0,0,1,0,0,0,0,2,2,2,100.0,0,0,0,0,2,0,1,0,0,0,0,0.0,0,1.0,1,0
gpt_5_4__reasoning_low,gpt_5_4__reasoning_low.jsonl,low,0,breakfast,Scrambled Egg & Black Bean Burritos,0.21,0.15,0.06,0.06,40.0,True,15,1.8853523292931071,-0.09920058215491631,14,1,0,0,0,1,0,0,0,0,11,1,1,9.090909090909092,0,0,0,0,2,0,1,0,0,0,0,0.0,10,0.09090909090909091,1,0
gpt_5_4__reasoning_low,gpt_5_4__reasoning_low.jsonl,low,1,breakfast,Cranberry Carrot Muffins,0.07,0.06,0.010000000000000009,0.010000000000000009,16.666666666666682,True,25,2.140209595725743,-1.1444279486513835,12,1,0,0,0,1,0,0,0,0,15,1,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,15,0.0,1,0
gpt_5_4__reasoning_low,gpt_5_4__reasoning_low.jsonl,low,2,breakfast,Blueberry Banana Pancakes,0.19,0.17,0.01999999999999999,0.01999999999999999,11.764705882352935,True,21,2.079513877933275,-0.4296821556095195,12,1,0,0,0,1,0,0,0,0,11,1,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,11,0.0,1,0
gpt_5_4__reasoning_low,gpt_5_4__reasoning_low.jsonl,low,3,breakfast,"Cheesy Egg, Bacon & Broccoli Muffins",0.1,0.08,0.020000000000000004,0.020000000000000004,25.000000000000007,True,17,1.9977594345084626,-0.26184677732775463,14,1,0,0,0,1,0,0,0,0,10,2,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,10,0.0,1,0
gpt_5_4__reasoning_low,gpt_5_4__reasoning_low.jsonl,low,4,breakfast,Glorious Green Smoothie Bowl,0.23,0.17,0.06,0.06,35.29411764705882,True,13,2.061022420848058,0.47370216615886473,13,1,0,0,0,1,0,0,0,0,6,0,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,6,0.0,1,0
gpt_5_4__reasoning_low,gpt_5_4__reasoning_low.jsonl,low,5,anytime_meals,Sesame-Ginger Turkey Meatballs,0.12,0.04,0.07999999999999999,0.07999999999999999,199.99999999999994,True,-1,1.5001587351286911,-0.11949139282995733,13,1,0,0,0,1,0,0,0,0,14,3,3,21.428571428571427,0,0,0,0,2,0,1,0,0,0,0,0.0,11,0.21428571428571427,1,0
gpt_5_4__reasoning_low,gpt_5_4__reasoning_low.jsonl,low,6,anytime_meals,Chicken and Broccoli Piccata,0.13,0.13,0.0,0.0,0.0,True,2,2.033968003537274,-1.0459516992523166,13,1,0,0,0,1,0,0,0,0,14,3,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,14,0.0,0,0
gpt_5_4__reasoning_low,gpt_5_4__reasoning_low.jsonl,low,7,anytime_meals,Chicken Fajitas with Lime Sauce,0.18,0.12,0.06,0.06,50.0,True,-1,1.3989888338171363,-0.6928655417609227,14,1,0,0,0,1,0,0,0,0,18,4,4,22.22222222222222,0,0,0,0,2,0,1,0,0,0,0,0.0,14,0.2222222222222222,1,0
gpt_5_4__reasoning_low,gpt_5_4__reasoning_low.jsonl,low,8,anytime_meals,One-Pot Beef & Mushroom Lasagna,0.38,0.09,0.29000000000000004,0.29000000000000004,322.2222222222223,True,-1,1.6974591658010405,-0.19614268762299586,14,1,0,0,0,1,0,0,0,0,13,2,2,15.384615384615385,0,0,0,0,2,0,1,0,0,0,0,0.0,11,0.15384615384615385,1,0
gpt_5_4__reasoning_low,gpt_5_4__reasoning_low.jsonl,low,9,anytime_meals,Pork Tenderloin with Dijon Gravy,0.12,0.14,-0.020000000000000018,0.020000000000000018,14.285714285714295,True,3,1.691765922905247,0.3845533217227114,14,1,0,0,0,1,0,0,0,0,10,2,2,20.0,0,0,0,0,2,0,1,0,0,0,0,0.0,8,0.2,0,1
gpt_5_4__reasoning_low,gpt_5_4__reasoning_low.jsonl,low,10,anytime_meals,Fish Tacos with Crunchy Slaw,0.27,0.14,0.13,0.13,92.85714285714285,True,23,2.164422572074426,-1.5024001715140805,14,1,0,0,0,1,0,0,0,0,17,1,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,17,0.0,1,0
gpt_5_4__reasoning_low,gpt_5_4__reasoning_low.jsonl,low,11,anytime_meals,Chicken Sausage Garden Pasta,0.28,0.04,0.24000000000000002,0.24000000000000002,600.0,True,-1,1.346825752820121,0.7803322475742098,13,1,0,0,0,1,0,0,0,0,10,3,3,30.0,0,0,0,0,2,0,1,0,0,0,0,0.0,7,0.3,1,0
gpt_5_4__reasoning_low,gpt_5_4__reasoning_low.jsonl,low,12,anytime_meals,Roasted Cauliflower Power Salad,0.26,0.12,0.14,0.14,116.66666666666667,True,22,2.1826639427963186,-1.680786956603664,13,1,0,0,0,1,0,0,0,0,18,1,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,18,0.0,1,0
gpt_5_4__reasoning_low,gpt_5_4__reasoning_low.jsonl,low,13,anytime_meals,Simple Greek Salad,0.16,0.12,0.04000000000000001,0.04000000000000001,33.33333333333334,True,-1,1.9980604978886636,-1.053375586676851,12,1,0,0,0,1,0,0,0,0,16,1,1,6.25,0,0,0,0,2,0,1,0,0,0,0,0.0,15,0.0625,1,0
gpt_5_4__reasoning_low,gpt_5_4__reasoning_low.jsonl,low,14,anytime_meals,Apple-Celery Chicken Salad,0.05,0.1,-0.05,0.05,50.0,True,-1,1.2327130274203673,0.8085659116327145,13,1,0,0,0,1,0,0,0,0,11,4,4,36.36363636363637,0,0,0,0,2,0,1,0,0,0,0,0.0,7,0.36363636363636365,0,1
gpt_5_4__reasoning_low,gpt_5_4__reasoning_low.jsonl,low,15,anytime_meals,Harvest Crunch Kale & Chicken Salad,0.2,0.19,0.010000000000000009,0.010000000000000009,5.263157894736847,True,-1,1.749976626461812,-0.5978077185554193,14,1,0,0,0,1,0,0,0,0,15,2,2,13.333333333333334,0,0,0,0,2,0,1,0,0,0,0,0.0,13,0.13333333333333333,1,0
gpt_5_4__reasoning_low,gpt_5_4__reasoning_low.jsonl,low,16,desserts,Citrus-Berry Ricotta Parfaits,0.08,0.1,-0.020000000000000004,0.020000000000000004,20.000000000000004,True,5,1.8203839025919435,0.903089589953735,13,1,0,0,0,1,0,0,0,0,6,1,1,16.666666666666664,0,0,0,0,2,0,1,0,0,0,0,0.0,5,0.16666666666666666,0,1
gpt_5_4__reasoning_low,gpt_5_4__reasoning_low.jsonl,low,17,desserts,Crispy Rice Cereal Treats,0.03,0.02,0.009999999999999998,0.009999999999999998,49.999999999999986,True,-1,1.730673753173177,0.9581102278152814,13,1,0,0,0,1,0,0,0,0,6,1,1,16.666666666666664,0,0,0,0,2,0,1,0,0,0,0,0.0,5,0.16666666666666666,1,0
gpt_5_4__reasoning_low,gpt_5_4__reasoning_low.jsonl,low,18,desserts,Carob Chip Cranberry Cookies,0.045,0.03,0.015,0.015,50.0,True,15,1.9117813370303116,-0.29394525779419844,13,1,0,0,0,1,0,0,0,0,12,1,1,8.333333333333332,0,0,0,0,2,0,1,0,0,0,0,0.0,11,0.08333333333333333,1,0
gpt_5_4__reasoning_low,gpt_5_4__reasoning_low.jsonl,low,19,desserts,Pumpkin Cinnamon Bars,0.04,0.06,-0.019999999999999997,0.019999999999999997,33.33333333333333,True,3,1.764274267216405,-0.04419496687512941,12,1,0,0,0,1,0,0,0,0,12,2,2,16.666666666666664,0,0,0,0,2,0,1,0,0,0,0,0.0,10,0.16666666666666666,0,1
gpt_5_4__reasoning_low,gpt_5_4__reasoning_low.jsonl,low,20,desserts,Carob Cupcakes with Cream Cheese Frosting,0.035,0.03,0.0050000000000000044,0.0050000000000000044,16.666666666666682,True,-1,1.2439182444726964,-0.06293041183600816,15,1,0,0,0,1,0,0,0,0,15,4,4,26.666666666666668,0,0,0,0,3,0,1,0,0,0,0,0.0,11,0.26666666666666666,1,0
gpt_5_4__reasoning_low,gpt_5_4__reasoning_low.jsonl,low,21,snacks,Rice Cakes with Peanut Butter and Strawberries,0.22,0.16,0.06,0.06,37.5,True,10,1.8249614143949486,0.9781072905168067,16,1,0,0,0,1,0,0,0,0,3,3,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,3,0.0,1,0
gpt_5_4__reasoning_low,gpt_5_4__reasoning_low.jsonl,low,22,snacks,Avocado Toast with Feta,0.13,0.23,-0.1,0.1,43.47826086956522,True,1,0.5737807358872364,3.4875858343280672,13,1,0,0,0,1,0,0,0,0,3,3,3,100.0,0,0,0,0,2,0,1,0,0,0,0,0.0,0,1.0,0,1
gpt_5_4__reasoning_low,gpt_5_4__reasoning_low.jsonl,low,23,snacks,Trail Mix Snack,0.21,0.1,0.10999999999999999,0.10999999999999999,109.99999999999999,True,12,2.033742003225599,0.8313747258506792,12,1,0,0,0,1,0,0,0,0,4,0,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,4,0.0,1,0
gpt_5_4__reasoning_low,gpt_5_4__reasoning_low.jsonl,low,24,snacks,Almond Butter Apple Snack,0.2,0.14,0.06,0.06,42.85714285714285,True,1,0.6191173103583689,3.59675845088703,13,1,0,0,0,1,0,0,0,0,2,2,2,100.0,0,0,0,0,2,0,1,0,0,0,0,0.0,0,1.0,1,0
gpt_5_4__reasoning_low,gpt_5_4__reasoning_low.jsonl,low,25,snacks,Hummus with Bell Pepper,0.21,0.14,0.06999999999999998,0.06999999999999998,49.99999999999998,True,1,0.6191173103583689,3.59675845088703,13,1,0,0,0,1,0,0,0,0,2,2,2,100.0,0,0,0,0,2,0,1,0,0,0,0,0.0,0,1.0,1,0
gpt_5_4__reasoning_medium,gpt_5_4__reasoning_medium.jsonl,medium,2,breakfast,Blueberry Banana Pancakes,0.24,0.17,0.06999999999999998,0.06999999999999998,41.17647058823528,True,21,2.079513877933275,-0.4296821556095195,12,1,0,0,0,1,0,0,0,0,11,1,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,11,0.0,1,0
gpt_5_4__reasoning_medium,gpt_5_4__reasoning_medium.jsonl,medium,4,breakfast,Glorious Green Smoothie Bowl,0.15,0.17,-0.020000000000000018,0.020000000000000018,11.764705882352951,True,5,2.1507325702668245,0.4186815282973184,13,1,0,0,0,1,0,0,0,0,6,0,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,6,0.0,0,1
gpt_5_4__reasoning_medium,gpt_5_4__reasoning_medium.jsonl,medium,9,anytime_meals,Pork Tenderloin with Dijon Gravy,0.11,0.14,-0.030000000000000013,0.030000000000000013,21.428571428571434,True,3,1.691765922905247,0.3845533217227114,14,1,0,0,0,1,0,0,0,0,10,2,2,20.0,0,0,0,0,2,0,1,0,0,0,0,0.0,8,0.2,0,1
gpt_5_4__reasoning_medium,gpt_5_4__reasoning_medium.jsonl,medium,11,anytime_meals,Chicken Sausage Garden Pasta,0.25,0.04,0.21,0.21,525.0,True,14,1.742529413842103,0.0789115106621975,13,1,0,0,0,1,0,0,0,0,10,3,1,10.0,0,0,0,0,2,0,1,0,0,0,0,0.0,9,0.1,1,0
gpt_5_4__reasoning_medium,gpt_5_4__reasoning_medium.jsonl,medium,14,anytime_meals,Apple-Celery Chicken Salad,0.055,0.1,-0.045000000000000005,0.045000000000000005,45.0,True,7,1.9848196917908338,-0.5157576875527575,13,1,0,0,0,1,0,0,0,0,11,4,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,11,0.0,0,1
gpt_5_4__reasoning_medium,gpt_5_4__reasoning_medium.jsonl,medium,16,desserts,Citrus-Berry Ricotta Parfaits,0.1,0.1,0.0,0.0,0.0,True,2,2.033467830810625,0.40404337410528446,13,1,0,0,0,1,0,0,0,0,6,1,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,6,0.0,0,0
gpt_5_4__reasoning_medium,gpt_5_4__reasoning_medium.jsonl,medium,21,snacks,Rice Cakes with Peanut Butter and Strawberries,0.23,0.16,0.07,0.07,43.75000000000001,True,1,0.47486826264714366,3.541707482676966,16,1,0,0,0,1,0,0,0,0,3,3,3,100.0,0,0,0,0,2,0,1,0,0,0,0,0.0,0,1.0,1,0
gpt_5_4__reasoning_medium,gpt_5_4__reasoning_medium.jsonl,medium,22,snacks,Avocado Toast with Feta,0.1,0.23,-0.13,0.13,56.52173913043478,True,1,0.5737807358872364,3.4875858343280672,13,1,0,0,0,1,0,0,0,0,3,3,3,100.0,0,0,0,0,2,0,1,0,0,0,0,0.0,0,1.0,0,1
gpt_5_4__reasoning_medium,gpt_5_4__reasoning_medium.jsonl,medium,24,snacks,Almond Butter Apple Snack,0.21,0.14,0.06999999999999998,0.06999999999999998,49.99999999999998,True,1,0.6191173103583689,3.59675845088703,13,1,0,0,0,1,0,0,0,0,2,2,2,100.0,0,0,0,0,2,0,1,0,0,0,0,0.0,0,1.0,1,0
gpt_5_4__reasoning_medium,gpt_5_4__reasoning_medium.jsonl,medium,25,snacks,Hummus with Bell Pepper,0.16,0.14,0.01999999999999999,0.01999999999999999,14.285714285714276,True,1,0.6191173103583689,3.59675845088703,13,1,0,0,0,1,0,0,0,0,2,2,2,100.0,0,0,0,0,2,0,1,0,0,0,0,0.0,0,1.0,1,0
gpt_5_4__reasoning_medium,gpt_5_4__reasoning_medium.jsonl,medium,1,breakfast,Cranberry Carrot Muffins,0.057,0.06,-0.0029999999999999957,0.0029999999999999957,4.999999999999993,True,6,2.2299197451445094,-1.19944858651293,12,1,0,0,0,1,0,0,0,0,15,1,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,15,0.0,0,1
gpt_5_4__reasoning_medium,gpt_5_4__reasoning_medium.jsonl,medium,3,breakfast,"Cheesy Egg, Bacon & Broccoli Muffins",0.11,0.08,0.03,0.03,37.5,True,17,1.9977594345084626,-0.26184677732775463,14,1,0,0,0,1,0,0,0,0,10,2,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,10,0.0,1,0
gpt_5_4__reasoning_medium,gpt_5_4__reasoning_medium.jsonl,medium,5,anytime_meals,Sesame-Ginger Turkey Meatballs,0.08,0.04,0.04,0.04,100.0,True,18,2.0010769621455626,-0.9865446508356727,13,1,0,0,0,1,0,0,0,0,14,3,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,14,0.0,1,0
gpt_5_4__reasoning_medium,gpt_5_4__reasoning_medium.jsonl,medium,6,anytime_meals,Chicken and Broccoli Piccata,0.1,0.13,-0.03,0.03,23.076923076923077,True,6,2.090787111564329,-1.041565288697219,13,1,0,0,0,1,0,0,0,0,14,3,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,14,0.0,0,1
gpt_5_4__reasoning_medium,gpt_5_4__reasoning_medium.jsonl,medium,7,anytime_meals,Chicken Fajitas with Lime Sauce,0.19,0.12,0.07,0.07,58.333333333333336,True,-1,1.3989888338171363,-0.6928655417609227,14,1,0,0,0,1,0,0,0,0,18,4,4,22.22222222222222,0,0,0,0,2,0,1,0,0,0,0,0.0,14,0.2222222222222222,1,0
gpt_5_4__reasoning_medium,gpt_5_4__reasoning_medium.jsonl,medium,8,anytime_meals,One-Pot Beef & Mushroom Lasagna,0.41,0.09,0.31999999999999995,0.31999999999999995,355.55555555555554,True,-1,1.6974591658010405,-0.19614268762299586,14,1,0,0,0,1,0,0,0,0,13,2,2,15.384615384615385,0,0,0,0,2,0,1,0,0,0,0,0.0,11,0.15384615384615385,1,0
gpt_5_4__reasoning_medium,gpt_5_4__reasoning_medium.jsonl,medium,10,anytime_meals,Fish Tacos with Crunchy Slaw,0.27,0.14,0.13,0.13,92.85714285714285,True,23,2.164422572074426,-1.5024001715140805,14,1,0,0,0,1,0,0,0,0,17,1,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,17,0.0,1,0
gpt_5_4__reasoning_medium,gpt_5_4__reasoning_medium.jsonl,medium,12,anytime_meals,Roasted Cauliflower Power Salad,0.21,0.12,0.09,0.09,75.0,True,-1,2.032846249441825,-1.4260428793725557,13,1,0,0,0,1,0,0,0,0,18,1,1,5.555555555555555,0,0,0,0,2,0,1,0,0,0,0,0.0,17,0.05555555555555555,1,0
gpt_5_4__reasoning_medium,gpt_5_4__reasoning_medium.jsonl,medium,13,anytime_meals,Simple Greek Salad,0.17,0.12,0.05000000000000002,0.05000000000000002,41.66666666666668,True,-1,1.9980604978886636,-1.053375586676851,12,1,0,0,0,1,0,0,0,0,16,1,1,6.25,0,0,0,0,2,0,1,0,0,0,0,0.0,15,0.0625,1,0
gpt_5_4__reasoning_medium,gpt_5_4__reasoning_medium.jsonl,medium,15,anytime_meals,Harvest Crunch Kale & Chicken Salad,0.215,0.19,0.024999999999999994,0.024999999999999994,13.157894736842103,True,-1,1.749976626461812,-0.5978077185554193,14,1,0,0,0,1,0,0,0,0,15,2,2,13.333333333333334,0,0,0,0,2,0,1,0,0,0,0,0.0,13,0.13333333333333333,1,0
gpt_5_4__reasoning_medium,gpt_5_4__reasoning_medium.jsonl,medium,17,desserts,Crispy Rice Cereal Treats,0.02,0.02,0.0,0.0,0.0,True,2,2.033467830810625,0.40404337410528446,13,1,0,0,0,1,0,0,0,0,6,1,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,6,0.0,0,0
gpt_5_4__reasoning_medium,gpt_5_4__reasoning_medium.jsonl,medium,18,desserts,Carob Chip Cranberry Cookies,0.04,0.03,0.010000000000000002,0.010000000000000002,33.33333333333334,True,20,2.0916203661076165,-0.608668267040868,13,1,0,0,0,1,0,0,0,0,12,1,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,12,0.0,1,0
gpt_5_4__reasoning_medium,gpt_5_4__reasoning_medium.jsonl,medium,19,desserts,Pumpkin Cinnamon Bars,0.04,0.06,-0.019999999999999997,0.019999999999999997,33.33333333333333,True,8,2.123952325371014,-0.6736409853684684,12,1,0,0,0,1,0,0,0,0,12,2,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,12,0.0,0,1
gpt_5_4__reasoning_medium,gpt_5_4__reasoning_medium.jsonl,medium,20,desserts,Carob Cupcakes with Cream Cheese Frosting,0.04,0.03,0.010000000000000002,0.010000000000000002,33.33333333333334,True,-1,1.2439182444726964,-0.06293041183600816,15,1,0,0,0,1,0,0,0,0,15,4,4,26.666666666666668,0,0,0,0,3,0,1,0,0,0,0,0.0,11,0.26666666666666666,1,0
gpt_5_4__reasoning_medium,gpt_5_4__reasoning_medium.jsonl,medium,23,snacks,Trail Mix Snack,0.19,0.1,0.09,0.09,89.99999999999999,True,12,2.033742003225599,0.8313747258506792,12,1,0,0,0,1,0,0,0,0,4,0,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,4,0.0,1,0
gpt_5_4__reasoning_medium,gpt_5_4__reasoning_medium.jsonl,medium,0,breakfast,Scrambled Egg & Black Bean Burritos,0.24,0.15,0.09,0.09,60.0,True,21,2.073378995385724,-0.43028148195128424,14,1,0,0,0,1,0,0,0,0,11,1,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,11,0.0,1,0
gpt_5_4_mini__reasoning_high,gpt_5_4_mini__reasoning_high.jsonl,high,13,anytime_meals,Simple Greek Salad,0.15,0.12,0.03,0.03,25.0,True,-1,1.9980604978886636,-1.053375586676851,12,1,0,0,0,1,0,0,0,0,16,1,1,6.25,0,0,0,0,2,0,1,0,0,0,0,0.0,15,0.0625,1,0
gpt_5_4_mini__reasoning_high,gpt_5_4_mini__reasoning_high.jsonl,high,22,snacks,Avocado Toast with Feta,0.11,0.23,-0.12000000000000001,0.12000000000000001,52.17391304347826,True,1,0.5737807358872364,3.4875858343280672,13,1,0,0,0,1,0,0,0,0,3,3,3,100.0,0,0,0,0,2,0,1,0,0,0,0,0.0,0,1.0,0,1
gpt_5_4_mini__reasoning_high,gpt_5_4_mini__reasoning_high.jsonl,high,24,snacks,Almond Butter Apple Snack,0.19,0.14,0.04999999999999999,0.04999999999999999,35.7142857142857,True,11,1.8794354401973017,1.1679444719268564,13,1,0,0,0,1,0,0,0,0,2,2,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,2,0.0,1,0
gpt_5_4_mini__reasoning_high,gpt_5_4_mini__reasoning_high.jsonl,high,25,snacks,Hummus with Bell Pepper,0.17,0.14,0.03,0.03,21.428571428571423,True,11,1.8794354401973017,1.1679444719268564,13,1,0,0,0,1,0,0,0,0,2,2,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,2,0.0,1,0
gpt_5_4_mini__reasoning_high,gpt_5_4_mini__reasoning_high.jsonl,high,0,breakfast,Scrambled Egg & Black Bean Burritos,0.2,0.15,0.05000000000000002,0.05000000000000002,33.33333333333335,True,21,2.073378995385724,-0.43028148195128424,14,1,0,0,0,1,0,0,0,0,11,1,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,11,0.0,1,0
gpt_5_4_mini__reasoning_high,gpt_5_4_mini__reasoning_high.jsonl,high,1,breakfast,Cranberry Carrot Muffins,0.05,0.06,-0.009999999999999995,0.009999999999999995,16.66666666666666,True,6,2.2299197451445094,-1.19944858651293,12,1,0,0,0,1,0,0,0,0,15,1,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,15,0.0,0,1
gpt_5_4_mini__reasoning_high,gpt_5_4_mini__reasoning_high.jsonl,high,2,breakfast,Blueberry Banana Pancakes,0.18,0.17,0.009999999999999981,0.009999999999999981,5.8823529411764595,True,15,1.891487211840658,-0.09860125581315157,12,1,0,0,0,1,0,0,0,0,11,1,1,9.090909090909092,0,0,0,0,2,0,1,0,0,0,0,0.0,10,0.09090909090909091,1,0
gpt_5_4_mini__reasoning_high,gpt_5_4_mini__reasoning_high.jsonl,high,3,breakfast,"Cheesy Egg, Bacon & Broccoli Muffins",0.09,0.08,0.009999999999999995,0.009999999999999995,12.499999999999993,True,-1,1.6020557734864806,0.4395739595842577,14,1,0,0,0,1,0,0,0,0,10,2,2,20.0,0,0,0,0,2,0,1,0,0,0,0,0.0,8,0.2,1,0
gpt_5_4_mini__reasoning_high,gpt_5_4_mini__reasoning_high.jsonl,high,4,breakfast,Glorious Green Smoothie Bowl,0.16,0.17,-0.010000000000000009,0.010000000000000009,5.8823529411764754,True,5,2.1507325702668245,0.4186815282973184,13,1,0,0,0,1,0,0,0,0,6,0,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,6,0.0,0,1
gpt_5_4_mini__reasoning_high,gpt_5_4_mini__reasoning_high.jsonl,high,5,anytime_meals,Sesame-Ginger Turkey Meatballs,0.078,0.04,0.038,0.038,95.0,True,-1,1.5001587351286911,-0.11949139282995733,13,1,0,0,0,1,0,0,0,0,14,3,3,21.428571428571427,0,0,0,0,2,0,1,0,0,0,0,0.0,11,0.21428571428571427,1,0
gpt_5_4_mini__reasoning_high,gpt_5_4_mini__reasoning_high.jsonl,high,6,anytime_meals,Chicken and Broccoli Piccata,0.12,0.13,-0.010000000000000009,0.010000000000000009,7.692307692307699,True,3,1.5898688845474576,-0.17451203069150367,13,1,0,0,0,1,0,0,0,0,14,3,3,21.428571428571427,0,0,0,0,2,0,1,0,0,0,0,0.0,11,0.21428571428571427,0,1
gpt_5_4_mini__reasoning_high,gpt_5_4_mini__reasoning_high.jsonl,high,7,anytime_meals,Chicken Fajitas with Lime Sauce,0.21,0.12,0.09,0.09,75.0,True,-1,1.3989888338171363,-0.6928655417609227,14,1,0,0,0,1,0,0,0,0,18,4,4,22.22222222222222,0,0,0,0,2,0,1,0,0,0,0,0.0,14,0.2222222222222222,1,0
gpt_5_4_mini__reasoning_high,gpt_5_4_mini__reasoning_high.jsonl,high,8,anytime_meals,One-Pot Beef & Mushroom Lasagna,0.32,0.09,0.23,0.23,255.55555555555557,True,-1,1.6974591658010405,-0.19614268762299586,14,1,0,0,0,1,0,0,0,0,13,2,2,15.384615384615385,0,0,0,0,2,0,1,0,0,0,0,0.0,11,0.15384615384615385,1,0
gpt_5_4_mini__reasoning_high,gpt_5_4_mini__reasoning_high.jsonl,high,9,anytime_meals,Pork Tenderloin with Dijon Gravy,0.07,0.14,-0.07,0.07,50.0,True,9,2.0874695839272293,-0.31686741518930095,14,1,0,0,0,1,0,0,0,0,10,2,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,10,0.0,0,1
gpt_5_4_mini__reasoning_high,gpt_5_4_mini__reasoning_high.jsonl,high,10,anytime_meals,Fish Tacos with Crunchy Slaw,0.24,0.14,0.09999999999999998,0.09999999999999998,71.4285714285714,True,23,2.164422572074426,-1.5024001715140805,14,1,0,0,0,1,0,0,0,0,17,1,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,17,0.0,1,0
